epoch	iter	split	loss	ge_penalty	precision	adjusted_precision	tpr	fpr	auprc
1	1	train	0.6140750646591187	0.010196954011917114	0.22213488817214966	1.7770791053771973	0.6231080889701843	0.10731051862239838	-
1	2	train	0.3491908311843872	1.113057255744934	0.14975476264953613	1.198038101196289	0.9396505355834961	0.4521140456199646	-
1	3	train	0.3810218274593353	0.10334546864032745	0.2745296359062195	2.196237087249756	0.8905658721923828	0.19944100081920624	-
1	4	train	0.7514249086380005	0.05169278383255005	0.24409429728984833	1.9527543783187866	0.4980532228946686	0.08922742307186127	-
1	5	train	0.7114447355270386	0.10210585594177246	0.3568674325942993	2.8549394607543945	0.5244729518890381	0.0672307014465332	-
1	6	train	0.473887175321579	0.06575575470924377	0.3706156611442566	2.9649252891540527	0.7756568789482117	0.09369423985481262	-
1	7	train	0.6147021055221558	0.06974521279335022	0.37214532494544983	2.9771625995635986	0.63897705078125	0.09135868400335312	-
1	8	train	0.5683940649032593	0.04656663164496422	0.200781911611557	1.606255292892456	0.6967794895172119	0.16045333445072174	-
1	9	train	0.4651073217391968	0.05938237905502319	0.20471279323101044	1.6377023458480835	0.8248705863952637	0.1576000154018402	-
1	10	train	0.4413960874080658	0.18071313202381134	0.22592701017856598	1.8074160814285278	0.8352290987968445	0.24251429736614227	-
1	11	train	0.37139835953712463	0.10637727379798889	0.28598642349243164	2.287891387939453	0.9093798995018005	0.20288866758346558	-
1	12	train	0.39744189381599426	0.1829274594783783	0.18652760982513428	1.4922208786010742	0.8970021605491638	0.24348227679729462	-
1	13	train	0.38089725375175476	0.12799742817878723	0.21877461671829224	1.750196933746338	0.9056746959686279	0.21560579538345337	-
1	14	train	0.4330693781375885	0.13535982370376587	0.18386495113372803	1.4709196090698242	0.8499048948287964	0.21824586391448975	-
1	15	train	0.5634732246398926	0.08990325033664703	0.23024623095989227	1.8419698476791382	0.7110950350761414	0.19058652222156525	-
1	16	train	0.5259019732475281	0.06325086951255798	0.23814035952091217	1.9051228761672974	0.7607017755508423	0.16224269568920135	-
1	17	train	0.42988094687461853	0.08597435057163239	0.26522156596183777	2.121772527694702	0.8379715085029602	0.17557895183563232	-
1	18	train	0.4348932206630707	0.03674675524234772	0.24809221923351288	1.984737753868103	0.8284865617752075	0.14526115357875824	-
1	19	train	0.43902719020843506	0.04731316864490509	0.17197813093662262	1.375825047492981	0.8554032444953918	0.15006694197654724	-
1	20	train	0.568321168422699	0.06506557762622833	0.16460461914539337	1.316836953163147	0.7097651958465576	0.16173025965690613	-
1	21	train	0.43975067138671875	0.05347143113613129	0.2966098189353943	2.3728785514831543	0.8370988965034485	0.15914487838745117	-
1	22	train	0.47583386301994324	0.04517120122909546	0.22258567810058594	1.7806854248046875	0.7821792364120483	0.13435475528240204	-
1	23	train	0.3957884907722473	0.048436909914016724	0.29982343316078186	2.398587465286255	0.8946281671524048	0.13003455102443695	-
1	24	train	0.36166951060295105	0.08552089333534241	0.21287555992603302	1.7030044794082642	0.9185395240783691	0.1816989928483963	-
1	25	train	0.34926673769950867	0.06415858864784241	0.3689599931240082	2.9516799449920654	0.9419502019882202	0.174354687333107	-
1	26	train	0.44090843200683594	0.044310878962278366	0.2621825933456421	2.0974607467651367	0.8525787591934204	0.15995147824287415	-
1	27	train	0.5020846724510193	0.07554566860198975	0.13032223284244537	1.042577862739563	0.7732307314872742	0.1664513200521469	-
1	28	train	0.3523840010166168	0.1407497674226761	0.2519427537918091	2.0155420303344727	0.9397079944610596	0.22368201613426208	-
1	29	train	0.39068806171417236	0.08059237152338028	0.2930085361003876	2.3440682888031006	0.9001286625862122	0.1840587705373764	-
1	30	train	0.4130627512931824	0.049488767981529236	0.24385042488574982	1.9508033990859985	0.8596798181533813	0.1542174518108368	-
1	31	train	0.503745973110199	0.05952303856611252	0.2235066294670105	1.788053035736084	0.7808173298835754	0.16883830726146698	-
1	32	train	0.39563244581222534	0.08236177265644073	0.24836336076259613	1.986906886100769	0.8862375020980835	0.17880484461784363	-
1	33	train	0.4682981073856354	0.07184676826000214	0.20291434228420258	1.6233147382736206	0.7990323901176453	0.16791662573814392	-
1	34	train	0.4090248644351959	0.05348508059978485	0.27541300654411316	2.2033040523529053	0.8802477717399597	0.14414025843143463	-
1	35	train	0.4082174599170685	0.06676845997571945	0.24983710050582886	1.9986968040466309	0.8754078149795532	0.17523378133773804	-
1	36	train	0.4335183799266815	0.04685692489147186	0.2577281892299652	2.0618255138397217	0.8330628871917725	0.14933204650878906	-
1	37	train	0.38223689794540405	0.12631916999816895	0.18447594344615936	1.475807547569275	0.9074857234954834	0.21462179720401764	-
1	38	train	0.380664199590683	0.08370954543352127	0.286580353975296	2.292642831802368	0.9215093851089478	0.18390928208827972	-
1	39	train	0.4371207058429718	0.048807770013809204	0.28243517875671387	2.259481430053711	0.8455185890197754	0.15279759466648102	-
1	40	train	0.4193171560764313	0.05827973783016205	0.18450365960597992	1.4760292768478394	0.8439921140670776	0.16748732328414917	-
1	41	train	0.36454370617866516	0.048672810196876526	0.26447793841362	2.11582350730896	0.9191989302635193	0.1591072529554367	-
1	42	train	0.39889028668403625	0.060386404395103455	0.18911059200763702	1.5128847360610962	0.8723348379135132	0.16794054210186005	-
1	43	train	0.35391250252723694	0.04451573267579079	0.31943926215171814	2.555514097213745	0.933363676071167	0.1594170331954956	-
1	44	train	0.44595643877983093	0.04472311586141586	0.28194087743759155	2.2555270195007324	0.8275023102760315	0.1499071568250656	-
1	45	train	0.40501493215560913	0.08113409578800201	0.21346844732761383	1.7077475786209106	0.8706845045089722	0.18559058010578156	-
1	46	train	0.45693525671958923	0.060764655470848083	0.2679925858974457	2.1439406871795654	0.8182220458984375	0.158969908952713	-
1	47	train	0.3586159944534302	0.05607867240905762	0.2903611958026886	2.322889566421509	0.9339234828948975	0.1521664261817932	-
1	48	train	0.466379314661026	0.06518935412168503	0.17988532781600952	1.4390826225280762	0.7917451858520508	0.1775234341621399	-
1	49	train	0.35879889130592346	0.07450707256793976	0.2450745552778244	1.9605964422225952	0.9283866286277771	0.1779954433441162	-
1	50	train	0.39397096633911133	0.07251117378473282	0.20735441148281097	1.6588352918624878	0.8803820610046387	0.1800420582294464	-
1	51	train	0.3416208028793335	0.06782398372888565	0.26146575808525085	2.091726064682007	0.953080415725708	0.1794709414243698	-
1	52	train	0.39745911955833435	0.044889211654663086	0.3159765303134918	2.5278122425079346	0.8859984874725342	0.15376390516757965	-
1	53	train	0.37604382634162903	0.129505455493927	0.2495824694633484	1.996659755706787	0.901833176612854	0.21738040447235107	-
1	54	train	0.39330005645751953	0.04079337418079376	0.2853600084781647	2.2828800678253174	0.8946436643600464	0.14936645328998566	-
1	55	train	0.4052582085132599	0.0599440336227417	0.35161763429641724	2.812941074371338	0.8770191073417664	0.12965068221092224	-
1	56	train	0.42906245589256287	0.06295722723007202	0.28107208013534546	2.2485766410827637	0.8352155685424805	0.171266108751297	-
1	57	train	0.41654470562934875	0.05315650999546051	0.30946052074432373	2.47568416595459	0.8661850690841675	0.14618052542209625	-
1	58	train	0.40043753385543823	0.14196059107780457	0.2672697603702545	2.138158082962036	0.8880804181098938	0.2063310295343399	-
1	59	train	0.4511498510837555	0.07514491677284241	0.15154489874839783	1.2123591899871826	0.7977554202079773	0.18156082928180695	-
1	60	train	0.40512627363204956	0.07255581021308899	0.24180378019809723	1.9344302415847778	0.8685316443443298	0.18155696988105774	-
1	61	train	0.3886812925338745	0.0860765352845192	0.20697079598903656	1.6557663679122925	0.8987799882888794	0.18423433601856232	-
1	62	train	0.423326313495636	0.08475513756275177	0.28592047095298767	2.2873637676239014	0.8554323315620422	0.19091428816318512	-
1	63	train	0.34091198444366455	0.06582018733024597	0.25282201170921326	2.022576093673706	0.9524610638618469	0.17519861459732056	-
1	64	train	0.38886067271232605	0.03395812213420868	0.22420993447303772	1.7936794757843018	0.8974599242210388	0.13942188024520874	-
1	65	train	0.41486483812332153	0.0662432387471199	0.22219423949718475	1.777553915977478	0.8550411462783813	0.17315620183944702	-
1	66	train	0.4129001200199127	0.06859306246042252	0.3105279207229614	2.4842233657836914	0.868834912776947	0.17238707840442657	-
1	67	train	0.33175376057624817	0.05510077625513077	0.2888782322406769	2.311025857925415	0.9671247601509094	0.15871591866016388	-
1	68	train	0.3886094093322754	0.037185631692409515	0.23739059269428253	1.8991247415542603	0.8863662481307983	0.14003713428974152	-
1	69	train	0.4809083342552185	0.02727074921131134	0.30826956033706665	2.466156482696533	0.7806455492973328	0.1324816197156906	-
1	70	train	0.4466364085674286	0.05409684777259827	0.21714723110198975	1.737177848815918	0.8322296738624573	0.16051144897937775	-
