epoch	iter	split	loss	ge_penalty	precision	adjusted_precision	tpr	fpr	auprc
1	1	train	0.763215204844108	6.378826900651441	0.1878174966562531	1.5025399732500249	0.5449067950248718	0.1260598748922348	-
1	2	train	0.11834313671681142	257.3437253717394	0.14387279478323198	1.1509823582658558	0.900460422039032	0.4788236618041992	-
1	3	train	0.021317400683004122	926.4276351777726	0.059525233398355124	0.476201867186841	0.9790409207344055	0.8275303244590759	-
1	4	train	0.027097267454818767	999.3903326005775	0.07428106181870878	0.5942484945496702	0.9735426306724548	0.862992525100708	-
1	5	train	0.03499942347924742	891.5570309504706	0.08171801091296663	0.653744087303733	0.9659558534622192	0.8209394812583923	-
1	6	train	0.08154446055943317	609.580262549001	0.11072748777606452	0.8858199022085161	0.9235158562660217	0.6973175406455994	-
1	7	train	0.2372202952815728	362.268995498317	0.06358262876540664	0.5086610301232531	0.8229068517684937	0.5441369414329529	-
1	8	train	0.28468033248050645	245.96524703854547	0.13181959970605284	1.0545567976484227	0.7598565220832825	0.47050949931144714	-
1	9	train	0.20285256125498563	267.1486240005723	0.10240105641551736	0.8192084513241389	0.8249439597129822	0.4820711314678192	-
1	10	train	0.1328266623563	323.071329325049	0.08918178527075758	0.7134542821660607	0.881463885307312	0.5208020806312561	-
1	11	train	0.057893556041213184	463.3078154751623	0.07676143704731862	0.614091496378549	0.9443415403366089	0.6076269149780273	-
1	12	train	0.05778992678304868	545.7464298617704	0.07715671710031348	0.6172537368025078	0.9453946948051453	0.6541540622711182	-
1	13	train	0.039120646928878205	625.3577008502542	0.09908682052074332	0.7926945641659465	0.9621558785438538	0.7013224959373474	-
1	14	train	0.03897244188770214	643.0465156737267	0.08821772224704456	0.7057417779763565	0.9623023867607117	0.7074534296989441	-
1	15	train	0.03160967375151813	600.9092063316637	0.08618788073304254	0.6895030458643403	0.969330906867981	0.6851592659950256	-
1	16	train	0.01913812631807689	558.7638294006853	0.07907682630611318	0.6326146104489054	0.9811307787895203	0.6610186696052551	-
1	17	train	0.11901911355865498	484.896985619549	0.05150057335382714	0.41200458683061714	0.9171570539474487	0.6154804825782776	-
1	18	train	0.16592858132595817	450.91297334462024	0.08205294600998961	0.6564235680799169	0.8654664754867554	0.6026260256767273	-
1	19	train	0.09383968310430646	399.58775679235856	0.05557087228884153	0.4445669783107322	0.9135788083076477	0.5657358765602112	-
1	20	train	0.16336643664787212	375.1233531952585	0.0714668761697257	0.5717350093578056	0.8660382628440857	0.5533769726753235	-
1	21	train	0.12523514130397845	436.10452712275844	0.10678526754978016	0.8542821403982412	0.8920987844467163	0.5982224345207214	-
1	22	train	0.06208256520735828	479.439721472119	0.1287826715302453	1.0302613722419625	0.9406927824020386	0.628186821937561	-
1	23	train	0.06636314289200873	533.6257737100531	0.11343393396502553	0.9074714717202043	0.9393741488456726	0.6560819745063782	-
1	24	train	0.05187377525383935	564.9176293389636	0.09188116882243123	0.7350493505794499	0.9499850869178772	0.6678577661514282	-
1	25	train	0.05432397051758709	547.5429104983557	0.11324544602816052	0.9059635682252841	0.9483541250228882	0.6635972261428833	-
1	26	train	0.06114067736780271	565.4358380564289	0.08610957806747548	0.6888766245398038	0.9425553679466248	0.6668962836265564	-
1	27	train	0.060258417017757894	538.3960498010733	0.05599684771232386	0.4479747816985909	0.942025363445282	0.645561158657074	-
1	28	train	0.06919339696566264	453.37348364849197	0.08786765556511847	0.7029412445209478	0.9348973035812378	0.6040416955947876	-
1	29	train	0.06695682425717157	445.8207975320108	0.08301039073924628	0.6640831259139702	0.9365715980529785	0.5985295176506042	-
1	30	train	0.11899732475479444	362.8392819657608	0.09191407033126227	0.7353125626500981	0.8917168974876404	0.5483352541923523	-
